date,region,date_analysis,confirm,temperature,humidity,wind_speed,StringencyIndex_WeightedAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
2020/2/16,HK,NA,1,14.2,82,38,52.78,41.67,47.62,0
2020/2/17,HK,NA,3,13.6,53,34.2,52.78,41.67,47.62,0
2020/2/18,HK,NA,1,14.7,57,27.9,52.78,41.67,47.62,0
2020/2/19,HK,NA,3,16.3,69,29.4,52.78,43.75,50,0
2020/2/20,HK,NA,4,17.7,70,30.1,52.78,43.75,50,0
2020/2/21,HK,NA,0,18.9,73,32.6,52.78,43.75,50,0
2020/2/22,HK,NA,1,20.1,73,16.7,52.78,43.75,50,0
2020/2/23,HK,NA,4,19.4,71,35.7,52.78,43.75,50,0
2020/2/24,HK,NA,2,19.6,76,28.1,52.78,43.75,50,0
2020/2/25,HK,NA,4,21.8,84,15.5,52.78,43.75,50,0
2020/2/26,HK,NA,4,23.3,82,9.4,52.78,56.25,50,100
2020/2/27,HK,NA,2,20.5,84,34.1,52.78,56.25,50,100
2020/2/28,HK,NA,0,20.8,78,23.5,52.78,56.25,50,100
2020/2/29,HK,NA,1,22.5,80,8.5,52.78,56.25,50,100
2020/3/1,HK,NA,3,22.8,82,7.1,52.78,56.25,50,100
2020/3/2,HK,NA,1,20.1,84,36.6,49.07,54.17,47.62,100
2020/3/3,HK,NA,0,19.4,81,30.8,49.07,54.17,47.62,100
2020/3/4,HK,NA,3,19.9,84,23.5,49.07,54.17,47.62,100
2020/3/5,HK,NA,0,18.2,85,36.2,49.07,54.17,47.62,100
2020/3/6,HK,NA,1,18.3,80,33.5,49.07,54.17,47.62,100
2020/3/7,HK,NA,0,20.6,88,13.4,49.07,54.17,47.62,100
2020/3/8,HK,NA,3,22.1,92,15.5,49.07,54.17,47.62,100
2020/3/9,HK,NA,1,23.4,89,10.1,49.07,54.17,47.62,100
2020/3/10,HK,NA,0,23.4,67,28.6,49.07,54.17,47.62,100
2020/3/11,HK,NA,1,19.2,72,37.3,49.07,54.17,47.62,100
2020/3/12,HK,NA,0,19.2,89,23.4,49.07,54.17,47.62,100
2020/3/13,HK,NA,2,21.4,91,13.6,49.07,54.17,47.62,100
2020/3/14,HK,NA,1,21.6,78,25,49.07,54.17,47.62,100
2020/3/15,HK,NA,1,20.2,70,23.2,49.07,54.17,47.62,100
2020/3/16,HK,NA,1,20.3,75,33.2,49.07,54.17,47.62,100
2020/3/17,HK,NA,1,20.3,79,24.8,49.07,54.17,47.62,100
2020/3/18,HK,NA,12,20.5,86,18.1,49.07,54.17,47.62,100
2020/3/19,HK,NA,6,21.1,88,13.5,49.07,54.17,47.62,100
2020/3/20,HK,NA,21,21.2,87,17.5,49.07,54.17,47.62,100
2020/3/21,HK,NA,7,21.2,94,14.9,49.07,54.17,47.62,100
2020/3/22,HK,NA,22,24.2,84,8.6,49.07,54.17,47.62,100
2020/3/23,HK,NA,16,24.6,81,15.3,52.78,56.25,50,100
2020/3/24,HK,NA,17,22.8,82,27.1,52.78,56.25,50,100
2020/3/25,HK,NA,10,22.8,83,22.6,52.78,56.25,50,100
2020/3/26,HK,NA,18,23.3,90,15.1,52.78,56.25,50,100
2020/3/27,HK,NA,28,24.4,86,12,52.78,56.25,50,100
2020/3/28,HK,NA,20,22.8,91,18.1,52.78,56.25,50,100
2020/3/29,HK,NA,21,20.2,91,43.5,63.89,62.5,57.14,100
2020/3/30,HK,NA,9,20.4,95,25.4,63.89,62.5,57.14,100
2020/3/31,HK,NA,9,20.3,95,22,63.89,62.5,57.14,100
2020/4/1,HK,NA,20,19.7,91,20.4,63.89,62.5,57.14,100
2020/4/2,HK,NA,9,19.9,86,42.8,63.89,62.5,57.14,100
2020/4/3,HK,NA,14,20.4,88,37.3,63.89,62.5,57.14,100
2020/4/4,HK,NA,7,20.8,89,28.2,63.89,62.5,57.14,100
2020/4/5,HK,NA,4,18.2,88,43.3,63.89,62.5,57.14,100
2020/4/6,HK,NA,6,17.1,92,34.1,66.67,66.15,61.31,100
2020/4/7,HK,NA,9,19.1,86,17.8,66.67,66.15,61.31,100
2020/4/8,HK,NA,10,20.6,71,25.3,66.67,66.15,61.31,100
2020/4/9,HK,NA,3,21.6,69,18.6,66.67,66.15,61.31,100
2020/4/10,HK,NA,4,21.7,73,29.8,66.67,66.15,61.31,100
2020/4/11,HK,NA,1,22.5,88,13,66.67,66.15,61.31,100
2020/4/12,HK,NA,0,20.8,59,42.6,66.67,66.15,61.31,100
2020/4/13,HK,NA,1,20.2,44,21.6,66.67,66.15,61.31,100
2020/4/14,HK,NA,1,21.1,65,15.8,66.67,66.15,61.31,100
2020/4/15,HK,NA,0,22.2,66,8.1,66.67,66.15,61.31,100
2020/4/16,HK,NA,0,23.3,77,7.4,66.67,66.15,61.31,100
2020/4/17,HK,NA,1,24.1,79,9.5,66.67,66.15,61.31,100
2020/4/18,HK,NA,0,24.4,81,6.5,66.67,66.15,61.31,100
2020/4/19,HK,NA,1,25.9,80,7.8,66.67,66.15,61.31,100
2020/4/20,HK,NA,0,26.4,81,14.6,66.67,66.15,61.31,100
2020/4/21,HK,NA,0,26.7,82,9.8,66.67,66.15,61.31,100
2020/4/22,HK,NA,0,22.1,94,39.3,66.67,66.15,61.31,100
2020/4/23,HK,NA,0,20.6,89,33.3,66.67,66.15,61.31,100
2020/4/24,HK,NA,0,19.4,84,21.2,66.67,66.15,61.31,100
2020/4/25,HK,NA,0,20.5,83,12.8,66.67,66.15,61.31,100
2020/4/26,HK,NA,0,23.1,75,4.7,66.67,66.15,61.31,100
2020/4/27,HK,NA,0,24.4,65,10.3,66.67,66.15,61.31,100
2020/4/28,HK,NA,0,24.3,64,25.8,66.67,66.15,61.31,100
2020/4/29,HK,NA,0,24.2,72,24.7,66.67,66.15,61.31,100
2020/4/30,HK,NA,0,25.3,74,9.7,66.67,66.15,61.31,100
2020/5/1,HK,NA,0,25.7,81,5,66.67,66.15,61.31,100
2020/5/2,HK,NA,0,26.3,77,9,66.67,66.15,61.31,100
2020/5/3,HK,NA,0,27.3,78,24.8,66.67,66.15,61.31,100
2020/5/4,HK,NA,0,27.8,79,25.8,66.67,66.15,61.31,100
2020/5/5,HK,NA,0,27.9,80,26.3,66.67,66.15,61.31,100
2020/5/6,HK,NA,0,28.7,81,17.7,66.67,66.15,61.31,100
2020/5/7,HK,NA,0,29,81,16,66.67,66.15,61.31,100
2020/5/8,HK,NA,0,29.3,81,23.2,63.89,64.58,59.52,100
2020/5/9,HK,NA,0,29.2,79,20.3,63.89,64.58,59.52,100
2020/5/10,HK,NA,0,29,78,19.2,63.89,63.02,57.74,100
2020/5/11,HK,NA,0,28.9,76,6.8,63.89,64.58,59.52,100
2020/5/12,HK,NA,0,27,82,4.6,63.89,64.58,59.52,100
2020/5/13,HK,NA,2,26.6,84,28,63.89,64.58,59.52,100
2020/5/14,HK,NA,1,27.1,83,28.5,63.89,64.58,59.52,100
2020/5/15,HK,NA,0,28.5,81,16.6,63.89,64.58,59.52,100
2020/5/16,HK,NA,0,28.9,80,6.8,63.89,64.58,59.52,100
2020/5/17,HK,NA,0,28.9,77,12.7,63.89,64.58,59.52,100
2020/5/18,HK,NA,0,25.8,88,19.1,63.89,64.58,59.52,100
2020/5/19,HK,NA,0,28,82,11.9,63.89,64.58,59.52,100
2020/5/20,HK,NA,0,27.6,87,27.2,63.89,64.58,59.52,100
2020/5/21,HK,NA,0,27.6,92,28.6,63.89,64.58,59.52,100
2020/5/22,HK,NA,0,27.9,88,28.4,63.89,64.58,59.52,100
2020/5/23,HK,NA,0,25.7,88,26.8,63.89,64.58,59.52,100
2020/5/24,HK,NA,0,26.7,82,18.1,63.89,64.58,59.52,100
2020/5/25,HK,NA,0,26.6,91,12.9,63.89,64.58,59.52,100
2020/5/26,HK,NA,0,28.3,87,20.3,63.89,64.58,59.52,100
2020/5/27,HK,NA,0,28.2,83,5.7,60.19,62.5,57.14,100
2020/5/28,HK,NA,0,27.7,86,21.4,60.19,62.5,57.14,100
2020/5/29,HK,NA,0,28.2,85,17.8,52.78,58.33,52.38,100
2020/5/30,HK,NA,0,26,94,17,52.78,58.33,52.38,100
2020/5/31,HK,NA,2,29.2,83,22.7,52.78,58.33,52.38,100
2020/6/1,HK,NA,3,29.9,78,23.4,52.78,58.33,52.38,100
2020/6/2,HK,NA,4,29,82,24.5,52.78,58.33,52.38,100
2020/6/3,HK,NA,0,29.8,76,26,52.78,58.33,52.38,100
2020/6/4,HK,NA,1,30.1,75,24.3,52.78,58.33,52.38,100
2020/6/5,HK,NA,0,30,78,29.6,52.78,58.33,52.38,100
2020/6/6,HK,NA,0,26.8,89,14.8,52.78,58.33,52.38,100
2020/6/7,HK,NA,0,27.7,91,15.8,52.78,58.33,52.38,100
2020/6/8,HK,NA,0,28.6,88,11.7,52.78,58.33,52.38,100
2020/6/9,HK,NA,0,29.4,83,13.5,52.78,58.33,52.38,100
2020/6/10,HK,NA,0,29.8,78,16,52.78,58.33,52.38,100
2020/6/11,HK,NA,0,30.2,76,10,52.78,58.33,52.38,100
2020/6/12,HK,NA,1,30.4,75,9.5,52.78,58.33,52.38,100
2020/6/13,HK,NA,1,29.8,81,33.5,52.78,58.33,52.38,100
2020/6/14,HK,NA,0,28,84,29.9,52.78,58.33,52.38,100
2020/6/15,HK,NA,0,29.3,79,20.8,52.78,58.33,52.38,100
2020/6/16,HK,NA,0,28.6,81,21,52.78,58.33,52.38,100
2020/6/17,HK,NA,0,29.1,77,18.1,52.78,58.33,52.38,100
2020/6/18,HK,NA,0,29.5,77,21.9,52.78,58.33,52.38,100
2020/6/19,HK,NA,0,29.9,74,18.9,41.67,52.08,45.24,100
2020/6/20,HK,NA,0,30,74,20.6,41.67,52.08,45.24,100
2020/6/21,HK,NA,0,30.2,76,26.3,41.67,52.08,45.24,100
2020/6/22,HK,NA,0,30.4,77,26.6,41.67,52.08,45.24,100
2020/6/23,HK,NA,0,30.3,77,27.4,41.67,52.08,45.24,100
2020/6/24,HK,NA,0,30.4,77,27.3,41.67,52.08,45.24,100
2020/6/25,HK,NA,0,30.2,76,27.5,41.67,52.08,45.24,100
2020/6/26,HK,NA,0,30.3,77,26.8,41.67,52.08,45.24,100
2020/6/27,HK,NA,0,30.2,77,17.8,41.67,52.08,45.24,100
2020/6/28,HK,NA,0,30.4,75,13.6,41.67,52.08,45.24,100
2020/6/29,HK,NA,0,30.5,74,9.3,41.67,52.08,45.24,100
2020/6/30,HK,NA,0,30.7,74,12.3,41.67,52.08,45.24,100
2020/7/1,HK,NA,0,30.2,78,15.2,41.67,52.08,45.24,100
2020/7/2,HK,NA,0,30.2,79,22.8,41.67,52.08,45.24,100
2020/7/3,HK,NA,0,29.2,84,18.1,41.67,52.08,45.24,100
2020/7/4,HK,NA,0,29.8,80,17.4,41.67,52.08,45.24,100
2020/7/5,HK,NA,2,30,77,21.4,41.67,52.08,45.24,100
2020/7/6,HK,NA,1,30.1,76,25,41.67,52.08,45.24,100
2020/7/7,HK,NA,9,30.1,77,22.4,41.67,52.08,45.24,100
2020/7/8,HK,NA,19,30,79,34,41.67,54.17,47.62,100
2020/7/9,HK,NA,34,30.1,79,36.7,41.67,54.17,47.62,100
2020/7/10,HK,NA,32,30.3,75,27.9,41.67,54.17,47.62,100
2020/7/11,HK,NA,16,30.4,76,22.3,41.67,54.17,47.62,100
2020/7/12,HK,NA,30,30.4,75,13.1,41.67,54.17,47.62,100
2020/7/13,HK,NA,41,30.5,74,13.9,41.67,54.17,47.62,100
2020/7/14,HK,NA,40,30.6,75,27.2,41.67,54.17,47.62,100
2020/7/15,HK,NA,14,30.5,74,32.1,66.67,68.23,63.69,100
2020/7/16,HK,NA,63,30.4,76,25.7,66.67,68.23,63.69,100
2020/7/17,HK,NA,50,30.3,75,22.7,66.67,68.23,63.69,100
2020/7/18,HK,NA,60,30.4,75,22.3,66.67,68.23,63.69,100
2020/7/19,HK,NA,82,30.3,75,20,66.67,68.23,63.69,100
2020/7/20,HK,NA,58,29.9,77,10.5,66.67,68.23,63.69,100
2020/7/21,HK,NA,66,30.4,76,5.2,66.67,68.23,63.69,100
2020/7/22,HK,NA,102,30,79,12,66.67,68.23,63.69,100
2020/7/23,HK,NA,110,31,73,8,66.67,68.23,63.69,100
2020/7/24,HK,NA,115,30.8,74,14.8,66.67,68.23,63.69,100
2020/7/25,HK,NA,126,30.7,75,22.4,66.67,68.23,63.69,100
2020/7/26,HK,NA,103,30.8,74,22.7,66.67,68.23,63.69,100
2020/7/27,HK,NA,141,30.5,75,19.6,66.67,68.23,63.69,100
2020/7/28,HK,NA,98,30.8,73,13.7,66.67,68.23,63.69,100
2020/7/29,HK,NA,112,30.5,77,10,66.67,71.35,67.26,100
2020/7/30,HK,NA,124,30.2,75,23.4,66.67,71.35,67.26,100
2020/7/31,HK,NA,145,27.9,84,49.6,66.67,71.35,67.26,100
2020/8/1,HK,NA,118,27.7,87,44,66.67,71.35,67.26,100
2020/8/2,HK,NA,112,27.5,89,32.2,66.67,71.35,67.26,100
2020/8/3,HK,NA,80,26.5,93,15.1,66.67,71.35,67.26,100
2020/8/4,HK,NA,75,27.5,87,11.5,66.67,71.35,67.26,100
2020/8/5,HK,NA,82,27.8,88,26.3,66.67,71.35,67.26,100
2020/8/6,HK,NA,91,29.1,85,15.5,66.67,71.35,67.26,100
2020/8/7,HK,NA,81,30.1,80,15.9,66.67,73.44,69.64,100
2020/8/8,HK,NA,67,30.5,76,11.5,66.67,73.44,69.64,100
2020/8/9,HK,NA,63,29.9,76,7.7,66.67,73.44,69.64,100
2020/8/10,HK,NA,67,30,76,11.8,66.67,73.44,69.64,100
2020/8/11,HK,NA,32,30.3,78,19,66.67,73.44,69.64,100
2020/8/12,HK,NA,61,27.8,88,25.2,66.67,73.44,69.64,100
2020/8/13,HK,NA,65,28.1,86,19.7,66.67,73.44,69.64,100
2020/8/14,HK,NA,46,29.3,80,11.5,66.67,73.44,69.64,100
2020/8/15,HK,NA,39,29.8,76,9.2,66.67,73.44,69.64,100
2020/8/16,HK,NA,70,30.1,76,14.3,66.67,73.44,69.64,100
2020/8/17,HK,NA,31,28.2,84,16.3,66.67,73.44,69.64,100
2020/8/18,HK,NA,35,27.3,85,36.5,66.67,73.44,69.64,100
2020/8/19,HK,NA,23,26.6,91,36.5,66.67,73.44,69.64,100
2020/8/20,HK,NA,17,29,83,16.8,66.67,73.44,69.64,100
2020/8/21,HK,NA,18,29.8,77,9.8,66.67,73.44,69.64,100
2020/8/22,HK,NA,24,29.7,77,3,66.67,73.44,69.64,100
2020/8/23,HK,NA,19,29.8,77,5,66.67,73.44,69.64,100
2020/8/24,HK,NA,7,30.2,76,23.7,66.67,73.44,69.64,100
2020/8/25,HK,NA,16,30.6,77,32.2,66.67,73.44,69.64,100
2020/8/26,HK,NA,24,29.7,81,25.7,66.67,73.44,69.64,100
2020/8/27,HK,NA,18,28.5,83,16,66.67,73.44,69.64,100
2020/8/28,HK,NA,10,28.9,82,9.3,66.67,73.44,69.64,100
2020/8/29,HK,NA,16,29.9,77,8.5,66.67,73.44,69.64,100
2020/8/30,HK,NA,10,29.6,80,8.8,66.67,73.44,69.64,100
2020/8/31,HK,NA,7,29.8,76,13.5,66.67,73.44,69.64,100
2020/9/1,HK,NA,9,30.3,76,13.4,66.67,73.44,69.64,100
2020/9/2,HK,NA,8,30,77,11.7,66.67,73.44,69.64,100
2020/9/3,HK,NA,7,30.2,78,11.3,66.67,73.44,69.64,100
2020/9/4,HK,NA,7,29.8,82,5.2,66.67,73.44,69.64,100
2020/9/5,HK,NA,7,28.4,83,11.8,66.67,73.44,69.64,100
2020/9/6,HK,NA,15,29.1,80,9,66.67,73.44,69.64,100
2020/9/7,HK,NA,10,29.4,82,12.6,66.67,73.44,69.64,100
2020/9/8,HK,NA,3,27.1,91,14.3,66.67,73.44,69.64,100
2020/9/9,HK,NA,5,27.9,86,6.3,66.67,73.44,69.64,100
2020/9/10,HK,NA,5,28.5,83,9.2,66.67,73.44,69.64,100
2020/9/11,HK,NA,3,28.9,81,8.9,62.96,69.79,65.48,100
2020/9/12,HK,NA,9,28.2,85,8.2,62.96,69.79,65.48,100
2020/9/13,HK,NA,11,28.4,83,17.5,62.96,69.79,65.48,100
2020/9/14,HK,NA,12,28.1,85,32.5,62.96,69.79,65.48,100
2020/9/15,HK,NA,0,27.3,92,29.1,62.96,69.79,65.48,100
2020/9/16,HK,NA,5,29.5,85,27.5,62.96,69.79,65.48,100
2020/9/17,HK,NA,6,28.7,87,39.1,62.96,69.79,65.48,100
2020/9/18,HK,NA,2,28.3,88,32.4,62.96,69.79,65.48,100
2020/9/19,HK,NA,4,27.2,92,21.3,62.96,69.79,65.48,100
2020/9/20,HK,NA,4,28.6,83,13,62.96,69.79,65.48,100
2020/9/21,HK,NA,2,27.4,91,23.4,62.96,69.79,65.48,100
2020/9/22,HK,NA,3,28.6,82,22.4,62.96,69.79,65.48,100
2020/9/23,HK,NA,2,29.1,77,13.9,59.26,67.71,63.1,100
2020/9/24,HK,NA,3,28.5,80,10.4,59.26,67.71,63.1,100
2020/9/25,HK,NA,2,28.3,76,21,59.26,67.71,63.1,100
2020/9/26,HK,NA,0,28,76,37.1,55.56,65.62,60.71,100
2020/9/27,HK,NA,1,27.7,81,40.8,55.56,65.62,60.71,100
2020/9/28,HK,NA,3,26.6,87,33.5,55.56,65.62,60.71,100
2020/9/29,HK,NA,0,26.9,89,26.9,51.85,63.54,58.33,100
2020/9/30,HK,NA,1,27.4,88,19.8,51.85,63.54,58.33,100
2020/10/1,HK,NA,1,26.7,77,46.2,51.85,63.54,58.33,100
2020/10/2,HK,NA,3,27.6,75,35.4,51.85,63.54,58.33,100
2020/10/3,HK,NA,1,28.3,75,20.8,51.85,63.54,58.33,100
2020/10/4,HK,NA,2,28.4,78,12,51.85,63.54,58.33,100
2020/10/5,HK,NA,2,28,79,32.5,51.85,63.54,58.33,100
2020/10/6,HK,NA,4,25.9,78,33.4,51.85,63.54,58.33,100
2020/10/7,HK,NA,9,24.9,70,32,51.85,63.54,58.33,100
2020/10/8,HK,NA,14,25.2,67,30.8,51.85,63.54,58.33,100
2020/10/9,HK,NA,7,26,64,23.7,51.85,63.54,58.33,100
2020/10/10,HK,NA,3,26.1,69,24.1,51.85,63.54,58.33,100
2020/10/11,HK,NA,4,27,73,30.4,51.85,63.54,58.33,100
2020/10/12,HK,NA,5,28,72,44.7,51.85,63.54,58.33,100
2020/10/13,HK,NA,4,24.9,86,72.1,51.85,63.54,58.33,100
2020/10/14,HK,NA,0,25.5,80,66.4,51.85,63.54,58.33,100
2020/10/15,HK,NA,4,26.5,73,50.8,51.85,63.54,58.33,100
2020/10/16,HK,NA,1,27,71,41.4,51.85,63.54,58.33,100
2020/10/17,HK,NA,0,25.6,72,40,51.85,63.54,58.33,100
2020/10/18,HK,NA,2,24.9,73,32.3,51.85,63.54,58.33,100
2020/10/19,HK,NA,1,24.6,70,27.6,51.85,63.54,58.33,100
2020/10/20,HK,NA,1,25,68,24.5,51.85,63.54,58.33,100
2020/10/21,HK,NA,1,24.5,63,41.5,51.85,63.54,58.33,100
2020/10/22,HK,NA,1,24.7,60,45.7,51.85,63.54,58.33,100
2020/10/23,HK,NA,0,23.5,51,38,51.85,63.54,58.33,100
2020/10/24,HK,NA,1,23.8,55,43,51.85,63.54,58.33,100
2020/10/25,HK,NA,1,24.2,69,44.9,51.85,63.54,58.33,100
2020/10/26,HK,NA,0,24.6,76,33.1,51.85,63.54,58.33,100
2020/10/27,HK,NA,0,25.1,73,43,51.85,63.54,58.33,100
2020/10/28,HK,NA,0,24.4,78,41.5,51.85,63.54,58.33,100
2020/10/29,HK,NA,1,24.7,74,34.1,51.85,63.54,58.33,100
2020/10/30,HK,NA,1,24.4,78,31.3,51.85,63.54,58.33,100
2020/10/31,HK,NA,0,23.4,71,34.3,51.85,63.54,58.33,100
2020/11/1,HK,NA,1,24,72,22.4,51.85,63.54,58.33,100
2020/11/2,HK,NA,3,25.3,64,21.4,51.85,63.54,58.33,100
2020/11/3,HK,NA,3,23.6,69,29.8,51.85,63.54,58.33,100
2020/11/4,HK,NA,2,23,69,39.5,51.85,63.54,58.33,100
2020/11/5,HK,NA,1,22.9,69,33.8,51.85,63.54,58.33,100
2020/11/6,HK,NA,0,24.7,68,14.6,51.85,63.54,58.33,100
2020/11/7,HK,NA,1,26.8,56,18.5,51.85,63.54,58.33,100
2020/11/8,HK,NA,2,25.7,59,25.8,51.85,63.54,58.33,100
2020/11/9,HK,NA,0,23.7,60,34.8,51.85,63.54,58.33,100
2020/11/10,HK,NA,2,22.9,61,34.5,51.85,60.42,58.33,75
2020/11/11,HK,NA,3,22.5,68,36.5,51.85,60.42,58.33,75
2020/11/12,HK,NA,7,22.2,66,26.9,51.85,60.42,58.33,75
2020/11/13,HK,NA,4,22.9,62,27.9,51.85,60.42,58.33,75
2020/11/14,HK,NA,3,23.3,65,28.9,55.56,62.5,60.71,75
2020/11/15,HK,NA,5,23,77,33.8,55.56,62.5,60.71,75
2020/11/16,HK,NA,0,24,75,21.7,55.56,62.5,60.71,75
2020/11/17,HK,NA,1,24.2,78,24.5,55.56,62.5,60.71,75
2020/11/18,HK,NA,3,24.9,81,19.8,55.56,62.5,60.71,75
2020/11/19,HK,NA,3,25.3,86,9.8,55.56,62.5,60.71,75
2020/11/20,HK,NA,21,25.9,84,9.9,55.56,62.5,60.71,75
2020/11/21,HK,NA,36,23.5,88,33.7,55.56,62.5,60.71,75
2020/11/22,HK,NA,61,24.8,83,19.8,55.56,62.5,60.71,75
2020/11/23,HK,NA,63,23,84,44.8,55.56,62.5,60.71,75
2020/11/24,HK,NA,69,23.3,79,28.9,59.26,64.58,63.1,75
2020/11/25,HK,NA,83,23.5,77,29.1,59.26,64.58,63.1,75
2020/11/26,HK,NA,75,24,77,21.8,59.26,64.58,63.1,75
2020/11/27,HK,NA,89,22.8,70,26.9,59.26,64.58,63.1,75
2020/11/28,HK,NA,81,20.4,68,29.3,59.26,64.58,63.1,75
2020/11/29,HK,NA,109,20,64,30,59.26,64.58,63.1,75
2020/11/30,HK,NA,68,19.2,65,27.9,68.52,69.79,69.05,75
2020/12/1,HK,NA,72,19.7,66,25.4,68.52,69.79,69.05,75
2020/12/2,HK,NA,97,19.9,65,26.3,68.52,69.79,69.05,75
2020/12/3,HK,NA,79,17.4,64,42,68.52,69.79,69.05,75
2020/12/4,HK,NA,100,15.9,63,38.3,71.3,71.35,70.83,75
2020/12/5,HK,NA,92,16.8,63,28,71.3,71.35,70.83,75
2020/12/6,HK,NA,87,18.2,69,20.8,71.3,71.35,70.83,75
2020/12/7,HK,NA,71,20.7,63,15.3,71.3,71.35,70.83,75
2020/12/8,HK,NA,95,19.9,64,21.3,71.3,71.35,70.83,75
2020/12/9,HK,NA,99,19.8,71,22.7,71.3,71.35,70.83,75
2020/12/10,HK,NA,102,20.9,78,14.2,71.3,71.35,70.83,75
2020/12/11,HK,NA,81,21.6,82,19.1,71.3,71.35,70.83,75
2020/12/12,HK,NA,64,20.9,84,15.8,71.3,71.35,70.83,75
2020/12/13,HK,NA,92,20.9,78,29,71.3,71.35,70.83,75
2020/12/14,HK,NA,77,19.5,80,30.5,71.3,71.35,70.83,75
2020/12/15,HK,NA,89,15.4,72,27.9,71.3,71.35,70.83,75
2020/12/16,HK,NA,79,14.8,71,26.5,71.3,71.35,70.83,75
2020/12/17,HK,NA,90,14.9,71,24,71.3,71.35,70.83,75
2020/12/18,HK,NA,64,16.4,68,28.9,71.3,71.35,70.83,75
2020/12/19,HK,NA,102,15,63,35.1,71.3,71.35,70.83,75
2020/12/20,HK,NA,70,14.9,59,35.6,71.3,71.35,70.83,75
2020/12/21,HK,NA,78,16.5,58,29.8,71.3,71.35,70.83,75
2020/12/22,HK,NA,53,17.4,66,24.5,71.3,71.35,70.83,75
2020/12/23,HK,NA,47,18.4,83,24,71.3,71.35,70.83,75
2020/12/24,HK,NA,61,20,76,8.6,71.3,71.35,70.83,75
2020/12/25,HK,NA,55,18.9,77,29.7,71.3,71.35,70.83,75
2020/12/26,HK,NA,53,18.7,79,28.3,71.3,71.35,70.83,75
2020/12/27,HK,NA,69,20.4,71,12.7,71.3,71.35,70.83,75
2020/12/28,HK,NA,60,20.6,69,24,71.3,71.35,70.83,75
2020/12/29,HK,NA,50,21,75,16.1,71.3,71.35,70.83,75
2020/12/30,HK,NA,47,15.1,50,53.7,71.3,71.35,70.83,75
2020/12/31,HK,NA,62,10.9,37,39,71.3,71.35,70.83,75
2021/1/1,HK,NA,36,11.8,40,25.6,71.3,71.35,70.83,75
2021/1/2,HK,NA,34,14,52,27.3,71.3,71.35,70.83,75
2021/1/3,HK,NA,40,16.7,65,26.5,71.3,71.35,70.83,75
2021/1/4,HK,NA,43,18.3,66,21,71.3,71.35,70.83,75
2021/1/5,HK,NA,31,18.8,65,15.5,71.3,71.35,70.83,75
2021/1/6,HK,NA,22,17.1,72,26,71.3,71.35,70.83,75
2021/1/7,HK,NA,29,15.3,67,35.3,71.3,71.35,70.83,75
2021/1/8,HK,NA,42,9.1,52,45.5,71.3,71.35,70.83,75
2021/1/9,HK,NA,53,10.7,38,27,71.3,71.35,70.83,75
2021/1/10,HK,NA,28,12.8,40,27.4,71.3,71.35,70.83,75
2021/1/11,HK,NA,38,10.6,44,45.5,71.3,71.35,70.83,75
2021/1/12,HK,NA,60,11.9,33,35.2,71.3,71.35,70.83,75
2021/1/13,HK,NA,42,13.4,48,11.2,71.3,71.35,70.83,75
2021/1/14,HK,NA,26,15.2,55,11.7,71.3,71.35,70.83,75
2021/1/15,HK,NA,35,17.3,59,11.5,71.3,71.35,70.83,75
2021/1/16,HK,NA,49,17.6,68,29.5,71.3,71.35,70.83,75
2021/1/17,HK,NA,51,16.6,58,37.6,71.3,71.35,70.83,75
2021/1/18,HK,NA,102,14.2,53,19.9,71.3,71.35,70.83,75
2021/1/19,HK,NA,55,15.4,64,32.2,71.3,71.35,70.83,75
2021/1/20,HK,NA,77,18.2,69,30.2,71.3,71.35,70.83,75
2021/1/21,HK,NA,63,20.1,73,18.9,71.3,71.35,70.83,75
2021/1/22,HK,NA,55,20.3,80,7.6,71.3,71.35,70.83,75
2021/1/23,HK,NA,78,20.2,78,9.1,71.3,71.35,70.83,75
2021/1/24,HK,NA,72,18.4,83,32.7,71.3,71.35,70.83,75
2021/1/25,HK,NA,69,19.2,74,23.3,71.3,71.35,70.83,75
2021/1/26,HK,NA,63,19.6,78,10.7,71.3,71.35,70.83,75
2021/1/27,HK,NA,57,18.9,77,25,71.3,71.35,70.83,75
2021/1/28,HK,NA,38,19.1,70,17.7,71.3,71.35,70.83,75
2021/1/29,HK,NA,48,16.6,60,32.5,71.3,71.35,70.83,75
2021/1/30,HK,NA,26,16.7,68,33.3,71.3,71.35,70.83,75
2021/1/31,HK,NA,44,18.4,67,28.3,71.3,71.35,70.83,75
2021/2/1,HK,NA,29,20.3,76,14.1,71.3,71.35,70.83,75
2021/2/2,HK,NA,24,20.9,76,15.5,71.3,71.35,70.83,75
2021/2/3,HK,NA,19,18.4,69,33.5,71.3,71.35,70.83,75
2021/2/4,HK,NA,19,19.4,68,21,71.3,71.35,70.83,75
2021/2/5,HK,NA,34,19.9,72,25.2,71.3,71.35,70.83,75
2021/2/6,HK,NA,16,20.7,73,6.5,71.3,71.35,70.83,75
2021/2/7,HK,NA,24,20.3,74,13.8,71.3,71.35,70.83,75
2021/2/8,HK,NA,28,19.9,79,35.4,71.3,71.35,70.83,75
2021/2/9,HK,NA,21,18.5,76,57.3,71.3,71.35,70.83,75
2021/2/10,HK,NA,17,16.5,89,36.3,71.3,71.35,70.83,75
