"modelname","period","model","rmse","mape","auc","proj","type"
"ridge","test","RIDGE",0.0527175985326509,0.0375005507216994,0.905850247313662,-11,"nowcast"
"ridge","test","RIDGE",0.0517072783220713,0.0368569402743007,0.890158621865939,-10,"nowcast"
"ridge","test","RIDGE",0.0510562874549304,0.0370337788504662,0.890158621865939,-9,"nowcast"
"ridge","test","RIDGE",0.0510742708930458,0.0377995334668509,0.890158621865939,-8,"nowcast"
"ridge","test","RIDGE",0.0520402437139098,0.0385625193372251,0.886662118369435,-7,"nowcast"
"ridge","test","RIDGE",0.0526731008308796,0.0391454463891134,0.886662118369435,-6,"nowcast"
"ridge","test","RIDGE",0.0543490509603168,0.0402822948717024,0.883165614872932,-5,"nowcast"
"ridge","test","RIDGE",0.0573521179500983,0.0417459006226449,0.886662118369435,-4,"nowcast"
"ridge","test","RIDGE",0.0620301524486922,0.0435582905781113,0.876592890677398,-3,"nowcast"
"ridge","test","RIDGE",0.065186130796178,0.044485069019654,0.863433943592281,-2,"nowcast"
"ridge","test","RIDGE",0.0689814777368661,0.0461782066623207,0.854220779220779,-1,"nowcast"
"ridge","test","RIDGE",0.0717331786721022,0.0478778773321964,0.856514788169464,0,"nowcast"
"ridge","test","RIDGE",0.0740295197455104,0.0531867383353167,0.815700483091787,1,"forecast"
"ridge","test","RIDGE",0.0758427845770981,0.0563915314072727,0.800648824006488,2,"forecast"
"ridge","test","RIDGE",0.0778172491847163,0.059631375734736,0.785539215686274,3,"forecast"
"ridge","test","RIDGE",0.0805833275918542,0.0627986811033014,0.77037037037037,4,"forecast"
"ridge","test","RIDGE",0.0838146806688778,0.0667697520848348,0.75514096185738,5,"forecast"
"ridge","test","RIDGE",0.0876042344312221,0.0710172270543056,0.73984962406015,6,"forecast"
"ridge","test","RIDGE",0.0912224027451395,0.075350384133546,0.724494949494949,7,"forecast"
"ridge","train","RIDGE",0.13417826748804,0.15972791373921,0.981132075471698,0,"nowcast"
"ridge","train","RIDGE",0.108331548985885,0.13509515224951,0.938337435056057,1,"forecast"
"ridge","train","RIDGE",0.121213581209323,0.147810273022605,0.921657095980312,2,"forecast"
"ridge","train","RIDGE",0.135756150017047,0.161775501686474,0.904976756904567,3,"forecast"
"ridge","train","RIDGE",0.15087565699903,0.176326772393888,0.888296417828821,4,"forecast"
"ridge","train","RIDGE",0.165572405884701,0.19190770684904,0.871616078753076,5,"forecast"
"ridge","train","RIDGE",0.179682017565348,0.20753798368748,0.863289760348584,6,"forecast"
"ridge","train","RIDGE",0.193621869497786,0.224271191705766,0.855223880597015,7,"forecast"
"ridge","valid","RIDGE",0.220587916844355,0.197798059528833,0.525879917184265,-13,"nowcast"
"ridge","valid","RIDGE",0.248181628186279,0.225422515488349,0.487577639751553,-12,"nowcast"
"ridge","valid","RIDGE",0.27322142203609,0.250714995135307,0.487577639751553,-11,"nowcast"
"ridge","valid","RIDGE",0.297891116610834,0.276210263812522,0.449275362318841,-10,"nowcast"
"ridge","valid","RIDGE",0.319554789898622,0.301516657258072,0.456521739130435,-9,"nowcast"
"ridge","valid","RIDGE",0.342031974956092,0.325055313840003,0.456521739130435,-8,"nowcast"
"ridge","valid","RIDGE",0.364373840183583,0.346015468648591,0.456521739130435,-7,"nowcast"
"ridge","valid","RIDGE",0.378902569569571,0.363552875093073,0.456521739130435,-6,"nowcast"
"ridge","valid","RIDGE",0.386775218916961,0.376353360961588,0.478260869565217,-5,"nowcast"
"ridge","valid","RIDGE",0.391595613626743,0.380229692780322,0.485507246376812,-4,"nowcast"
"ridge","valid","RIDGE",0.40705153177256,0.395101623174429,0.492753623188406,-3,"nowcast"
"ridge","valid","RIDGE",0.412157979104655,0.398696632570973,0.5,-2,"nowcast"
"ridge","valid","RIDGE",0.412265189515519,0.400942256168614,0.492753623188406,-1,"nowcast"
"ridge","valid","RIDGE",0.405947908597058,0.397693778074557,0.492753623188406,0,"nowcast"
"ridge","valid","RIDGE",0.383492249394341,0.384902560201203,0.492753623188406,1,"forecast"
"ridge","valid","RIDGE",0.36911067613342,0.376026658272012,0.492753623188406,2,"forecast"
"ridge","valid","RIDGE",0.357558224122002,0.371264234434808,0.492753623188406,3,"forecast"
"ridge","valid","RIDGE",0.34702428011535,0.367628503614176,0.492753623188406,4,"forecast"
"ridge","valid","RIDGE",0.334937826892535,0.366850486905732,0.492857142857143,5,"forecast"
"ridge","valid","RIDGE",0.324349139138185,0.366260248726777,0.492957746478873,6,"forecast"
"ridge","valid","RIDGE",0.317730602905446,0.366555196832388,0.493055555555556,7,"forecast"
"gam","test","GAM",0.0620351061198612,0.0394375817987869,0.905850247313662,-13,"nowcast"
"gam","test","GAM",0.0714661548854932,0.0435070784469574,0.893655125362442,-12,"nowcast"
"gam","test","GAM",0.0762096368192271,0.0463726922850724,0.8657683779635,-11,"nowcast"
"gam","test","GAM",0.0817196836939943,0.0495196425661449,0.890158621865939,-10,"nowcast"
"gam","test","GAM",0.0901569050141056,0.0531899580303497,0.874466996418216,-9,"nowcast"
"gam","test","GAM",0.0961531744968427,0.0555634972621484,0.874466996418216,-8,"nowcast"
"gam","test","GAM",0.0998260602245011,0.0574732126578519,0.874466996418216,-7,"nowcast"
"gam","test","GAM",0.102876801932577,0.0597199436564526,0.874466996418216,-6,"nowcast"
"gam","test","GAM",0.105791434762252,0.0619946395194818,0.874466996418216,-5,"nowcast"
"gam","test","GAM",0.108316355976385,0.0641894403100024,0.874466996418216,-4,"nowcast"
"gam","test","GAM",0.110952013353373,0.0661405093902913,0.868209255533199,-3,"nowcast"
"gam","test","GAM",0.114205151722166,0.068523985849064,0.847270328220353,-2,"nowcast"
"gam","test","GAM",0.11796692455052,0.071428699507719,0.838636363636364,-1,"nowcast"
"gam","test","GAM",0.122150730065748,0.0745194187972391,0.826458832933653,0,"nowcast"
"gam","test","GAM",0.127712793407781,0.0803817877218127,0.815458937198068,1,"forecast"
"gam","test","GAM",0.131817467436988,0.0843376942118699,0.815247364152474,2,"forecast"
"gam","test","GAM",0.135599520348505,0.0884428023903435,0.800245098039216,3,"forecast"
"gam","test","GAM",0.139245913166671,0.092647743079789,0.785185185185185,4,"forecast"
"gam","test","GAM",0.141675478223917,0.0962282479009161,0.770066334991708,5,"forecast"
"gam","test","GAM",0.14412327124338,0.0999709711330056,0.754887218045113,6,"forecast"
"gam","test","GAM",0.147502661487167,0.104212634779125,0.739646464646465,7,"forecast"
"gam","train","GAM",0.171765094923097,0.198502428077881,0.937653814602133,0,"nowcast"
"gam","train","GAM",0.0987543650616278,0.116266510821613,0.96663932184851,1,"forecast"
"gam","train","GAM",0.109067475885606,0.124986249208366,0.949958982772765,2,"forecast"
"gam","train","GAM",0.12161252816283,0.135990452036073,0.933278643697019,3,"forecast"
"gam","train","GAM",0.13560048461886,0.151404156969507,0.916598304621274,4,"forecast"
"gam","train","GAM",0.149221751435216,0.166593924115186,0.899917965545529,5,"forecast"
"gam","train","GAM",0.162509648214807,0.181537367983632,0.891067538126362,6,"forecast"
"gam","train","GAM",0.175580163959071,0.196984657093227,0.882496607869742,7,"forecast"
"gam","valid","GAM",0.135665133450846,0.123080792632932,0.60351966873706,-13,"nowcast"
"gam","valid","GAM",0.194986952545696,0.168535243075077,0.541407867494824,-12,"nowcast"
"gam","valid","GAM",0.219327921384939,0.199093465562716,0.5175983436853,-11,"nowcast"
"gam","valid","GAM",0.243633926639626,0.231946504336134,0.503105590062112,-10,"nowcast"
"gam","valid","GAM",0.270392862848028,0.262833476080795,0.457556935817805,-9,"nowcast"
"gam","valid","GAM",0.292318114264,0.288453719792749,0.412008281573499,-8,"nowcast"
"gam","valid","GAM",0.326779547631523,0.31554878632526,0.435817805383023,-7,"nowcast"
"gam","valid","GAM",0.349734140331534,0.340555097950373,0.421325051759834,-6,"nowcast"
"gam","valid","GAM",0.349196919261524,0.352263012938846,0.406832298136646,-5,"nowcast"
"gam","valid","GAM",0.350856849040776,0.36088666524442,0.399585921325052,-4,"nowcast"
"gam","valid","GAM",0.34481635529315,0.359660901689784,0.461697722567288,-3,"nowcast"
"gam","valid","GAM",0.336381238333,0.355749150161056,0.461697722567288,-2,"nowcast"
"gam","valid","GAM",0.341988842412871,0.36592914619094,0.437888198757764,-1,"nowcast"
"gam","valid","GAM",0.362318213359591,0.381753498677031,0.476190476190476,0,"nowcast"
"gam","valid","GAM",0.33374925010424,0.353073533344137,0.468944099378882,1,"forecast"
"gam","valid","GAM",0.333129697668849,0.346502884830663,0.468944099378882,2,"forecast"
"gam","valid","GAM",0.332516221516548,0.348133214025194,0.437888198757764,3,"forecast"
"gam","valid","GAM",0.338079371018218,0.355837814114038,0.375776397515528,4,"forecast"
"gam","valid","GAM",0.346559971585166,0.365187751246343,0.382142857142857,5,"forecast"
"gam","valid","GAM",0.352024035695047,0.371024799005482,0.38880652335063,6,"forecast"
"gam","valid","GAM",0.353587412012312,0.37344503769638,0.430555555555556,7,"forecast"
